id,id_sell,instrument,quantity,price,update_timestamp
1000006,1000015,TCS,2.0,16.0,"2023/03/07, 00:40:32"
1000022,1000014,RIL,3.0,19.0,"2023/03/07, 00:40:32"
1000026,1000033,INFY,3.0,15.0,"2023/03/07, 00:40:45"
1000035,1000008,ONGC,3.0,11.0,"2023/03/07, 00:40:45"
1000002,1000042,ONGC,5.0,16.0,"2023/03/07, 00:40:55"
1000045,1000028,ONGC,5.0,18.0,"2023/03/07, 00:40:55"
1000043,1000076,TCS,2.0,16.0,"2023/03/07, 00:41:26"
1000052,1000020,TCS,4.0,18.0,"2023/03/07, 00:41:26"
1000086,1000060,ONGC,3.0,19.0,"2023/03/07, 00:41:48"
1000098,1000050,RIL,4.0,18.0,"2023/03/07, 00:41:48"
1000100,1000102,RIL,3.0,17.0,"2023/03/07, 00:41:52"
1000101,1000012,RIL,4.0,17.0,"2023/03/07, 00:41:52"
1000089,1000105,RIL,3.0,16.0,"2023/03/07, 00:42:11"
1000121,1000017,RIL,5.0,12.0,"2023/03/07, 00:42:11"
1000122,1000054,INFY,4.0,15.0,"2023/03/07, 00:42:14"
1000124,1000119,ONGC,2.0,18.0,"2023/03/07, 00:42:14"
1000117,1000126,ONGC,4.0,16.0,"2023/03/07, 00:42:21"
1000132,1000009,ONGC,3.0,20.0,"2023/03/07, 00:42:22"
1000137,1000081,RIL,3.0,13.0,"2023/03/07, 00:42:28"
1000138,1000070,TCS,4.0,16.0,"2023/03/07, 00:42:28"
1000004,1000142,ONGC,4.0,11.0,"2023/03/07, 00:42:34"
1000019,1000144,TCS,3.0,12.0,"2023/03/07, 00:42:34"
1000148,1000080,ONGC,3.0,16.0,"2023/03/07, 00:42:40"
1000150,1000069,TCS,4.0,19.0,"2023/03/07, 00:42:40"
1000159,1000024,TCS,3.0,14.0,"2023/03/07, 00:42:49"
1000161,1000092,RIL,2.0,18.0,"2023/03/07, 00:42:58"
1000168,1000010,RIL,5.0,11.0,"2023/03/07, 00:42:58"
1000172,1000084,INFY,4.0,12.0,"2023/03/07, 00:43:02"
1000123,1000175,ONGC,2.0,12.0,"2023/03/07, 00:43:05"
1000158,1000173,INFY,2.0,17.0,"2023/03/07, 00:43:05"
1000095,1000178,RIL,5.0,15.0,"2023/03/07, 00:43:12"
1000181,1000107,ONGC,4.0,19.0,"2023/03/07, 00:43:12"
1000030,1000188,INFY,2.0,13.0,"2023/03/07, 00:43:19"
1000185,1000109,TCS,4.0,15.0,"2023/03/07, 00:43:19"
1000162,1000191,ONGC,4.0,15.0,"2023/03/07, 00:43:24"
1000193,1000061,INFY,3.0,10.0,"2023/03/07, 00:43:24"
