id,id_sell,instrument,quantity,price,update_timestamp
1000028,1000033,ONGC,5.0,15.0,"2023/03/08, 15:03:31"
1000031,1000046,INFY,2.0,14.0,"2023/03/08, 15:03:31"
1000026,1000057,INFY,2.0,11.0,"2023/03/08, 15:03:37"
1000048,1000023,INFY,4.0,18.0,"2023/03/08, 15:03:37"
1000013,1000061,RIL,4.0,14.0,"2023/03/08, 15:03:39"
1000054,1000060,RIL,2.0,12.0,"2023/03/08, 15:03:39"
1000043,1000067,INFY,3.0,13.0,"2023/03/08, 15:03:43"
1000021,1000079,TCS,3.0,17.0,"2023/03/08, 15:03:48"
1000071,1000032,INFY,2.0,17.0,"2023/03/08, 15:03:48"
1000006,1000082,RIL,2.0,16.0,"2023/03/08, 15:03:50"
1000081,1000037,ONGC,3.0,19.0,"2023/03/08, 15:03:50"
1000073,1000097,RIL,3.0,13.0,"2023/03/08, 15:03:57"
1000091,1000001,RIL,3.0,18.0,"2023/03/08, 15:03:57"
1000005,1000098,INFY,5.0,18.0,"2023/03/08, 15:03:59"
1000100,1000063,INFY,4.0,13.0,"2023/03/08, 15:03:59"
1000103,1000020,INFY,3.0,10.0,"2023/03/08, 15:04:00"
1000123,1000092,INFY,4.0,17.0,"2023/03/08, 15:04:11"
1000125,1000042,ONGC,4.0,12.0,"2023/03/08, 15:04:11"
1000126,1000011,ONGC,5.0,17.0,"2023/03/08, 15:04:16"
1000008,1000146,RIL,3.0,17.0,"2023/03/08, 15:04:22"
1000030,1000138,TCS,2.0,13.0,"2023/03/08, 15:04:22"
1000119,1000153,INFY,3.0,17.0,"2023/03/08, 15:04:33"
1000168,1000062,INFY,3.0,11.0,"2023/03/08, 15:04:33"
